card_id,TransactionID
C04570-K1,3450629
C03042-K1,3464869
C07297-K1,3476682
C13487-K1,3478561
C11891-K1,3478782
C02354-K2,3491361
C07987-K2,3503878
C10434-K1,3506725
C12265-K2,3509359
C12382-K1,3514030
C09933-K2,3514948
C02923-K1,3523199
C07671-K2,3526826
C08623-K2,3530164
C09988-K1,3534820
C05876-K2,3553342
C13171-K2,3558054
C08299-K1,3581141
C08106-K1,3583227
C11923-K2,3583368
C12382-K1,3014003
C12382-K1,3014441
C12382-K1,3015830
C12382-K1,3016570
C12382-K1,3016589
C12382-K1,3017209
C12382-K1,3019167
C12382-K1,3019235
C12382-K1,3020600
C12382-K1,3022135
C12382-K1,3022218
C12382-K1,3024680
C12382-K1,3026088
C12382-K1,3031939
C12382-K1,3031956
C12382-K1,3032998
C12382-K1,3033741
C12382-K1,3034026
C12382-K1,3035822
C12382-K1,3035829
C12382-K1,3036105
C12382-K1,3037267
C12382-K1,3039694
C12382-K1,3041759
C12382-K1,3041984
C12382-K1,3043424
C12382-K1,3046129
C12382-K1,3046179
C12382-K1,3046278
C12382-K1,3047130
C12382-K1,3047349
C12382-K1,3051334
C12382-K1,3052772
C12382-K1,3055139
C12382-K1,3056469
C12382-K1,3056483
C12382-K1,3069874
C12382-K1,3074257
C12382-K1,3075517
C12382-K1,3077611
C12382-K1,3077889
C12382-K1,3078846
C12382-K1,3085017
C12382-K1,3085461
C12382-K1,3086821
C11891-K1,3004451
C11891-K1,3041882
C11891-K1,3043555
C11891-K1,3073868
C11891-K1,3176883
C11891-K1,3185167
C11891-K1,3189049
C11891-K1,3215277
C11891-K1,3227718
C11891-K1,3230270
C11891-K1,3230363
C11891-K1,3230393
C11891-K1,3230409
C11891-K1,3230493
C11891-K1,3264883
C11891-K1,3272926
C11891-K1,3273763
C11891-K1,3295566
C11891-K1,3302993
C11891-K1,3307219
C11891-K1,3307244
C11891-K1,3307245
C11891-K1,3311844
C11891-K1,3326030
C11891-K1,3351763
C11891-K1,3385561
C11891-K1,3400334
C11891-K1,3400385
C11891-K1,3400395
C11891-K1,3400406
C11891-K1,3400436
C11891-K1,3400451
C11891-K1,3400494
C11891-K1,3400552
C11891-K1,3433977
C11891-K1,3537664
C11891-K1,3540380
C11891-K1,3544645
C11891-K1,3545271
C11891-K1,3545283
C11891-K1,3545290
C11891-K1,3545367
C11891-K1,3545398
C08623-K2,3013960
C08623-K2,3014333
C08623-K2,3014962
C08623-K2,3015183
C08623-K2,3015779
C08623-K2,3017365
C08623-K2,3017773
C08623-K2,3017927
C08623-K2,3018166
C08623-K2,3018431
C08623-K2,3019196
C08623-K2,3020683
C08623-K2,3020799
C08623-K2,3020831
C08623-K2,3020834
C08623-K2,3020881
C08623-K2,3020895
C08623-K2,3021411
C08623-K2,3022086
C08623-K2,3022812
C08623-K2,3023499
C08623-K2,3023768
C08623-K2,3024076
C08623-K2,3024198
C08623-K2,3025135
C08623-K2,3025483
C08623-K2,3025933
C08623-K2,3026206
C08623-K2,3027702
C08623-K2,3028537
C08623-K2,3029670
C08623-K2,3030232
C08623-K2,3030499
C08623-K2,3030556
C08623-K2,3031693
C08623-K2,3032361
C08623-K2,3032384
C08623-K2,3032624
C08623-K2,3032708
C08623-K2,3034331
C08623-K2,3034583
C08623-K2,3034749
C08623-K2,3034750
C08623-K2,3034767
C08623-K2,3035019
C08106-K1,3016362
C08106-K1,3022263
C08106-K1,3032354
C08106-K1,3041189
C08106-K1,3041451
C08106-K1,3041580
C08106-K1,3042672
C08106-K1,3043674
C08106-K1,3044424
C08106-K1,3053646
C08106-K1,3057975
C08106-K1,3060995
C08106-K1,3061540
C08106-K1,3062197
C08106-K1,3062201
C08106-K1,3070467
C08106-K1,3074803
C08106-K1,3078870
C08106-K1,3079235
C08106-K1,3083251
C08106-K1,3087548
C08106-K1,3087605
C08106-K1,3087613
C08106-K1,3087647
C08106-K1,3087652
C08106-K1,3087672
C08106-K1,3087743
C08106-K1,3088788
C08106-K1,3089037
C08106-K1,3092419
C08106-K1,3097293
C08106-K1,3099130
C08106-K1,3102555
C08106-K1,3103726
C08106-K1,3104236
C08106-K1,3105031
C08106-K1,3110056
C08106-K1,3112405
C08106-K1,3113247
C08106-K1,3117755
C08106-K1,3119793
C08106-K1,3122967
C08106-K1,3123023
C08106-K1,3125210
C08106-K1,3125214
C02923-K1,3000902
C02923-K1,3008138
C02923-K1,3039032
C02923-K1,3044065
C02923-K1,3045126
C02923-K1,3045247
C02923-K1,3050502
C02923-K1,3053121
C02923-K1,3055624
C02923-K1,3055687
C02923-K1,3058791
C02923-K1,3060486
C02923-K1,3064136
C02923-K1,3067057
C02923-K1,3076835
C02923-K1,3076866
C02923-K1,3081583
C02923-K1,3082349
C02923-K1,3082400
C02923-K1,3086825
C02923-K1,3087117
C02923-K1,3105761
C02923-K1,3112142
C02923-K1,3119579
C02923-K1,3121093
C02923-K1,3122215
C02923-K1,3123633
C02923-K1,3123943
C02923-K1,3127669
C02923-K1,3138319
C02923-K1,3147914
C02923-K1,3185646
C02923-K1,3188244
C02923-K1,3188252
C02923-K1,3189351
C02923-K1,3190461
C02923-K1,3196316
C02923-K1,3202509
C02923-K1,3203069
C02923-K1,3203085
C02923-K1,3203794
C02923-K1,3205296
C02923-K1,3205317
C02923-K1,3210098
C02923-K1,3211111
C07297-K2,3010803
C07297-K1,3012743
C07297-K1,3015809
C07297-K2,3015958
C07297-K1,3021030
C07297-K1,3021302
C07297-K2,3021986
C07297-K2,3022203
C07297-K2,3022310
C07297-K2,3023034
C07297-K2,3025749
C07297-K2,3030455
C07297-K2,3034611
C07297-K2,3034660
C07297-K1,3036242
C07297-K2,3045898
C07297-K2,3047916
C07297-K2,3050917
C07297-K2,3054333
C07297-K2,3059233
C07297-K2,3062237
C07297-K2,3063297
C07297-K2,3067446
C07297-K2,3073374
C07297-K2,3073696
C07297-K2,3096460
C07297-K2,3097523
C07297-K2,3101082
C07297-K1,3107995
C07297-K2,3108213
C07297-K2,3113298
C07297-K2,3114703
C07297-K2,3128932
C07297-K2,3129414
C07297-K2,3129494
C07297-K2,3134241
C07297-K2,3134264
C07297-K2,3136310
C07297-K2,3139764
C07297-K2,3144726
C07297-K2,3144755
C07297-K2,3144835
C07297-K2,3146695
C07297-K2,3148413
C07297-K2,3155075
C09933-K2,3002300
C09933-K2,3002431
C09933-K2,3002742
C09933-K2,3002926
C09933-K2,3002940
C09933-K2,3002976
C09933-K2,3002983
C09933-K2,3002998
C09933-K2,3003003
C09933-K2,3003004
C09933-K2,3003079
C09933-K2,3003147
C09933-K2,3003169
C09933-K2,3003637
C09933-K2,3003666
C09933-K2,3003696
C09933-K2,3003718
C09933-K2,3003924
C09933-K2,3003998
C09933-K2,3004094
C09933-K2,3004115
C09933-K2,3004122
C09933-K2,3004127
C09933-K2,3004271
C09933-K2,3004573
C09933-K2,3004785
C09933-K2,3005491
C09933-K2,3005720
C09933-K2,3005796
C09933-K2,3005835
C09933-K2,3005863
C09933-K2,3006255
C09933-K2,3006423
C09933-K2,3006447
C09933-K2,3006468
C09933-K2,3006526
C09933-K2,3006980
C09933-K2,3007244
C09933-K2,3007416
C09933-K2,3007759
C09933-K2,3008257
C09933-K2,3008768
C09933-K2,3008785
C09933-K2,3009109
C09933-K2,3009172
C13171-K2,3000061
C13171-K2,3001790
C13171-K2,3003521
C13171-K2,3003881
C13171-K2,3004655
C13171-K2,3004954
C13171-K2,3005005
C13171-K2,3005024
C13171-K2,3005101
C13171-K2,3005123
C13171-K2,3005145
C13171-K2,3005721
C13171-K2,3006222
C13171-K2,3006257
C13171-K2,3006277
C13171-K2,3007447
C13171-K2,3007484
C13171-K2,3007541
C13171-K2,3007627
C13171-K2,3007690
C13171-K2,3007865
C13171-K2,3008727
C13171-K2,3009040
C13171-K2,3009060
C13171-K2,3009364
C13171-K2,3009508
C13171-K2,3009511
C13171-K2,3011856
C13171-K2,3012151
C13171-K2,3012791
C13171-K2,3012922
C13171-K2,3012958
C13171-K2,3014568
C13171-K2,3018737
C13171-K2,3022152
C13171-K2,3022270
C13171-K2,3022783
C13171-K2,3022865
C13171-K2,3023219
C13171-K2,3023541
C13171-K2,3023895
C13171-K2,3024936
C13171-K2,3024961
C13171-K2,3025566
C13171-K2,3025610
C08299-K1,3008420
C08299-K1,3029127
C08299-K1,3034459
C08299-K1,3036600
C08299-K1,3037041
C08299-K1,3048209
C08299-K1,3072009
C08299-K1,3076269
C08299-K1,3076305
C08299-K1,3078147
C08299-K1,3080225
C08299-K1,3083864
C08299-K1,3089258
C08299-K1,3114008
C08299-K1,3114222
C08299-K1,3116388
C08299-K1,3138351
C08299-K1,3147680
C08299-K1,3151767
C08299-K1,3166999
C08299-K1,3184681
C08299-K1,3184683
C08299-K1,3184770
C08299-K1,3184779
C08299-K1,3226142
C08299-K1,3328963
C08299-K1,3330698
C08299-K1,3330702
C08299-K1,3330761
C08299-K1,3336533
C08299-K1,3342487
C08299-K1,3362873
C08299-K1,3381003
C08299-K1,3381749
C08299-K1,3389674
C08299-K1,3390612
C08299-K1,3438059
C08299-K1,3483187
C08299-K1,3483198
C08299-K1,3497063
C08299-K1,3507659
C08299-K1,3507660
C08299-K1,3507672
C08299-K1,3539034
C08299-K1,3545489
C10434-K1,3016377
C10434-K1,3053503
C10434-K1,3070986
C10434-K1,3075894
C10434-K1,3076736
C10434-K1,3078052
C10434-K1,3082326
C10434-K1,3082968
C10434-K1,3087486
C10434-K1,3091950
C10434-K1,3094730
C10434-K1,3121617
C10434-K1,3139246
C10434-K1,3157522
C10434-K1,3193185
C10434-K1,3197356
C10434-K1,3197666
C10434-K1,3217858
C10434-K1,3237339
C10434-K1,3237387
C10434-K1,3282542
C10434-K1,3282661
C10434-K1,3292160
C10434-K1,3306585
C10434-K1,3329022
C10434-K1,3350771
C10434-K1,3351935
C10434-K1,3392418
C10434-K1,3397310
C10434-K1,3411190
C10434-K1,3419055
C10434-K1,3475344
C10434-K1,3492086
C10434-K1,3519858
C10434-K1,3577244
C11923-K2,3000008
C11923-K2,3000016
C11923-K2,3000020
C11923-K2,3000041
C11923-K2,3000057
C11923-K2,3000078
C11923-K2,3000079
C11923-K2,3000093
C11923-K2,3000113
C11923-K2,3000114
C11923-K2,3000123
C11923-K2,3000127
C11923-K2,3000164
C11923-K2,3000172
C11923-K2,3000190
C11923-K2,3000197
C11923-K2,3000204
C11923-K2,3000217
C11923-K2,3000232
C11923-K2,3000242
C11923-K2,3000274
C11923-K2,3000280
C11923-K2,3000305
C11923-K2,3000314
C11923-K2,3000321
C11923-K2,3000322
C11923-K2,3000381
C11923-K2,3000519
C11923-K2,3000736
C11923-K2,3000805
C11923-K2,3000815
C11923-K2,3000932
C11923-K2,3000945
C11923-K2,3000960
C11923-K2,3001027
C11923-K2,3001102
C11923-K2,3001283
C11923-K2,3001307
C11923-K2,3001386
C11923-K2,3001433
C11923-K2,3001502
C11923-K2,3001522
C11923-K2,3001528
C11923-K2,3001546
C11923-K2,3001651
C05876-K2,3000607
C05876-K2,3000760
C05876-K2,3001211
C05876-K2,3001567
C05876-K2,3002455
C05876-K2,3002561
C05876-K2,3002601
C05876-K2,3002670
C05876-K2,3002741
C05876-K2,3004184
C05876-K2,3004563
C05876-K2,3005038
C05876-K2,3005208
C05876-K2,3005260
C05876-K2,3008710
C05876-K2,3008961
C05876-K2,3009427
C05876-K2,3009623
C05876-K2,3009697
C05876-K2,3009898
C05876-K2,3009981
C05876-K2,3011445
C05876-K2,3011673
C05876-K2,3012674
C05876-K2,3013006
C05876-K2,3014164
C05876-K2,3014174
C05876-K2,3015762
C05876-K2,3015971
C05876-K2,3017897
C05876-K2,3018463
C05876-K2,3019880
C05876-K2,3021294
C05876-K2,3022491
C05876-K2,3022704
C05876-K2,3022777
C05876-K2,3024361
C05876-K2,3024495
C05876-K2,3024541
C05876-K2,3024569
C05876-K2,3024812
C05876-K2,3025508
C05876-K2,3025536
C05876-K2,3025786
C05876-K2,3026003
C07671-K2,3000751
C07671-K2,3000770
C07671-K2,3000798
C07671-K2,3000948
C07671-K2,3001294
C07671-K2,3001693
C07671-K2,3001793
C07671-K2,3001935
C07671-K2,3002124
C07671-K2,3002337
C07671-K2,3002669
C07671-K2,3002866
C07671-K2,3002969
C07671-K2,3003128
C07671-K2,3003290
C07671-K2,3003602
C07671-K2,3003919
C07671-K2,3003979
C07671-K2,3004190
C07671-K2,3004347
C07671-K2,3004421
C07671-K2,3004479
C07671-K2,3004653
C07671-K2,3005073
C07671-K2,3005142
C07671-K2,3005331
C07671-K2,3005593
C07671-K2,3005776
C07671-K2,3005777
C07671-K2,3005783
C07671-K2,3005964
C07671-K2,3005986
C07671-K2,3006154
C07671-K2,3006179
C07671-K2,3006284
C07671-K2,3006372
C07671-K2,3006411
C07671-K2,3006444
C07671-K2,3006583
C07671-K2,3006634
C07671-K2,3006804
C07671-K2,3006812
C07671-K2,3007762
C07671-K2,3007767
C07671-K2,3007780
C13487-K1,3008103
C13487-K1,3033906
C13487-K1,3048762
C13487-K1,3056677
C13487-K1,3060144
C13487-K1,3064061
C13487-K1,3069675
C13487-K1,3089291
C13487-K1,3101009
C13487-K1,3107704
C13487-K1,3124990
C13487-K1,3132954
C13487-K1,3138748
C13487-K1,3138777
C13487-K1,3145429
C13487-K1,3156179
C13487-K1,3160002
C13487-K1,3162164
C13487-K1,3166466
C13487-K1,3166518
C13487-K1,3166525
C13487-K1,3170774
C13487-K1,3179654
C13487-K1,3182101
C13487-K1,3197482
C13487-K1,3197562
C13487-K1,3202624
C13487-K1,3219583
C13487-K1,3221711
C13487-K1,3228563
C13487-K1,3232776
C13487-K1,3237296
C13487-K1,3244477
C13487-K1,3245742
C13487-K1,3258184
C13487-K1,3266679
C13487-K1,3275104
C13487-K1,3284106
C13487-K1,3289729
C13487-K1,3302405
C13487-K1,3307773
C13487-K1,3307780
C13487-K1,3307900
C13487-K1,3323111
C13487-K1,3326424
C03042-K1,3001718
C03042-K1,3006031
C03042-K1,3006117
C03042-K1,3006493
C03042-K1,3006928
C03042-K1,3006942
C03042-K1,3011702
C03042-K1,3018410
C03042-K1,3023497
C03042-K1,3023553
C03042-K1,3024194
C03042-K1,3024254
C03042-K1,3032418
C03042-K1,3034574
C03042-K1,3034642
C03042-K1,3038759
C03042-K1,3041946
C03042-K1,3042227
C03042-K1,3051990
C03042-K1,3054453
C03042-K1,3054463
C03042-K1,3054510
C03042-K1,3054511
C03042-K1,3054532
C03042-K1,3063365
C03042-K1,3063943
C03042-K1,3066356
C03042-K1,3072040
C03042-K1,3072772
C03042-K1,3074143
C03042-K1,3080252
C03042-K1,3085777
C03042-K1,3085799
C03042-K1,3086802
C03042-K1,3087822
C03042-K1,3092793
C03042-K1,3096343
C03042-K1,3099575
C03042-K1,3104922
C03042-K1,3113340
C03042-K1,3113745
C03042-K1,3120994
C03042-K1,3150138
C03042-K1,3150821
C03042-K1,3206575
C09988-K1,3015139
C09988-K1,3032208
C09988-K1,3036519
C09988-K1,3099865
C09988-K1,3105149
C09988-K1,3128905
C09988-K1,3164170
C09988-K1,3174800
C09988-K1,3191366
C09988-K1,3244254
C09988-K1,3266021
C09988-K1,3266022
C09988-K1,3281953
C09988-K1,3282178
C09988-K1,3285143
C09988-K1,3285152
C09988-K1,3285177
C09988-K1,3285211
C09988-K1,3289577
C09988-K1,3295579
C09988-K1,3305566
C09988-K1,3305634
C09988-K1,3309431
C09988-K1,3309839
C09988-K1,3309908
C09988-K1,3313487
C09988-K1,3316685
C09988-K1,3316755
C09988-K1,3322019
C09988-K1,3322692
C09988-K1,3322716
C09988-K1,3324490
C09988-K1,3330430
C09988-K1,3347315
C09988-K1,3357070
C09988-K1,3357075
C09988-K1,3357102
C09988-K1,3364287
C09988-K1,3368735
C09988-K1,3368736
C09988-K1,3368763
C09988-K1,3374563
C09988-K1,3374623
C09988-K1,3374642
C09988-K1,3374650
C04570-K1,3058980
C04570-K1,3063185
C04570-K1,3066479
C04570-K1,3076175
C04570-K1,3077293
C04570-K1,3079435
C04570-K1,3081435
C04570-K1,3083538
C04570-K1,3083959
C04570-K1,3084271
C04570-K1,3099750
C04570-K1,3103282
C04570-K1,3109837
C04570-K1,3116058
C04570-K1,3117007
C04570-K1,3118964
C04570-K1,3121653
C04570-K1,3121654
C04570-K1,3121740
C04570-K1,3121765
C04570-K1,3121778
C04570-K1,3135192
C04570-K1,3137978
C04570-K1,3149016
C04570-K1,3155462
C04570-K1,3155463
C04570-K1,3155508
C04570-K1,3155516
C04570-K1,3155524
C04570-K1,3155538
C04570-K1,3189958
C04570-K1,3200770
C04570-K1,3200858
C04570-K1,3222430
C04570-K1,3225360
C04570-K1,3225369
C04570-K1,3226214
